1	9511193	9561192	50000	loss	1
1	9925437	9975436	50000	gain	5
1	10415976	10515975	100000	gain	3
1	10797896	10847895	50000	gain	5
1	10987896	10997895	10000	loss	0
1	11137896	11147895	10000	gain	6
1	14468129	14488128	20000	gain	6
1	14588129	14638128	50000	loss	1
1	14748129	14788128	40000	gain	5
1	14838129	14938128	100000	gain	5
1	15068129	15088128	20000	gain	4
1	15138129	15238128	100000	gain	3
1	15368129	15388128	20000	loss	1
1	15518129	15538128	20000	gain	4
2	15638129	15688128	50000	gain	5
1	15828129	15838128	10000	gain	6
1	15948129	15988128	40000	gain	4
1	16118129	16138128	20000	gain	4
1	16248129	16288128	40000	gain	3
1	16388129	16438128	50000	loss	1
1	16578129	16588128	10000	gain	3
1	16718129	16738128	20000	loss	1
1	16848129	16888128	40000	loss	1
1	16998129	17038128	40000	loss	1
1	17168129	17188128	20000	gain	5
1	17318129	17338128	20000	gain	4
1	17438129	17488128	50000	gain	3
2	17538129	17638128	100000	gain	5
1	17738129	17788128	50000	gain	6
2	17888129	17938128	50000	gain	5
1	18078129	18088128	10000	gain	3
1	18228129	18238128	10000	gain	5
1	18368129	18388128	20000	loss	0
1	18498129	18538128	40000	gain	5
1	18588129	18688128	100000	gain	6
1	18828129	18838128	10000	gain	3
1	18978129	18988128	10000	gain	4
1	19098129	19138128	40000	loss	1
2	19188129	19288128	100000	gain	3
1	19418129	19438128	20000	gain	3
1	19568129	19588128	20000	loss	1
2	19688129	19738128	50000	gain	6
2	19788129	19888128	100000	gain	6
1	20028129	20038128	10000	gain	4
1	20168129	20188128	20000	gain	6
1	20298129	20338128	40000	loss	1
1	20478129	20488128	10000	gain	3
1	20588129	20638128	50000	gain	3
1	20748129	20788128	40000	loss	0
1	20928129	20938128	10000	gain	6
1	20988129	21088128	100000	loss	1
1	21188129	21238128	50000	loss	1
2	21378129	21388128	10000	gain	6
1	21498129	21538128	40000	gain	6
1	21678129	21688128	10000	loss	1
2	21818129	21838128	20000	gain	4
1	21978129	21988128	10000	gain	5
1	22128129	22138128	10000	gain	4
2	22268129	22288128	20000	gain	6
1	22398129	22438128	40000	loss	1
1	22538129	22588128	50000	loss	0
1	22718129	22738128	20000	gain	5
2	22868129	22888128	20000	gain	4
1	22998129	23038128	40000	loss	0
1	23088129	23188128	100000	gain	4
1	23318129	23338128	20000	loss	1
2	23388129	23488128	100000	gain	3
2	23628129	23638128	10000	gain	6
1	23748129	23788128	40000	gain	6
1	23888129	23938128	50000	loss	0
1	24068129	24088128	20000	loss	1
1	24218129	24238128	20000	loss	1
1	24338129	24388128	50000	gain	4
2	24438129	24538128	100000	gain	4
1	24668129	24688128	20000	gain	5
2	24798129	24838128	40000	gain	6
1	24938129	24988128	50000	gain	3
1	25128129	25138128	10000	gain	4
2	25248129	25288128	40000	gain	6
1	25338129	25438128	100000	loss	1
1	25488129	25588128	100000	loss	0
1	25718129	25738128	20000	gain	3
1	25868129	25888128	20000	gain	3
1	25988129	26038128	50000	loss	1
1	26178129	26188128	10000	loss	0
1	26298129	26338128	40000	loss	0
2	26478129	26488128	10000	gain	6
1	26618129	26638128	20000	loss	0
1	26748129	26788128	40000	loss	1
1	26888129	26938128	50000	gain	4
2	27068129	27088128	20000	gain	6
1	27218129	27238128	20000	gain	3
1	27348129	27388128	40000	gain	4
1	27498129	27538128	40000	loss	1
2	27648129	27688128	40000	loss	0
1	27818129	27838128	20000	gain	3
1	27978129	27988128	10000	gain	3
1	28128129	28138128	10000	loss	0
1	28268129	28288128	20000	loss	1
1	28388129	28438128	50000	gain	3
1	28548129	28588128	40000	gain	4
1	28688129	28738128	50000	loss	0
1	28868129	28888128	20000	gain	3
1	28938129	29038128	100000	loss	0
2	29138129	29188128	50000	gain	4
2	29288129	29338128	50000	loss	0
1	29478129	29488128	10000	gain	4
2	29588129	29638128	50000	loss	0
1	29748129	29788128	40000	gain	3
2	29928129	29938128	10000	gain	4
2	30048129	30088128	40000	loss	0
2	30138129	30238128	100000	loss	0
1	30378129	30388128	10000	loss	1
1	30438129	30538128	100000	loss	1
1	30678129	30688128	10000	loss	0
2	30788129	30838128	50000	gain	4
2	30968129	30988128	20000	gain	4
2	31038129	31138128	100000	loss	0
2	31248129	31288128	40000	gain	4
1	31398129	31438128	40000	gain	3
1	31568129	31588128	20000	loss	1
1	31698129	31738128	40000	gain	3
1	31878129	31888128	10000	gain	3
2	32028129	32038128	10000	gain	4
2	32148129	32188128	40000	loss	1
2	32298129	32338128	40000	gain	5
2	32468129	32488128	20000	gain	4
2	32588129	32638128	50000	loss	0
1	32688129	32788128	100000	loss	1
2	32918129	32938128	20000	loss	1
1	33068129	33088128	20000	loss	0
2	33257389	33307388	50000	gain	3
2	33407389	33457388	50000	gain	3
1	33597389	33607388	10000	gain	5
1	33747389	33757388	10000	gain	3
1	33867389	33907388	40000	gain	3
2	34037389	34057388	20000	gain	5
2	34167389	34207388	40000	gain	4
2	34347389	34357388	10000	gain	4
1	34467389	34507388	40000	gain	3
2	34637389	34657388	20000	loss	1
2	34767389	34807388	40000	loss	1
1	34947389	34957388	10000	gain	3
2	35097389	35107388	10000	gain	4
2	35237389	35257388	20000	loss	1
1	35397389	35407388	10000	loss	1
2	35517389	35557388	40000	loss	0
2	35697389	35707388	10000	gain	5
1	35847389	35857388	10000	loss	1
2	35907389	36007388	100000	loss	1
2	36147389	36157388	10000	gain	4
1	36297389	36307388	10000	loss	0
2	36357389	36457388	100000	loss	1
1	36587389	36607388	20000	loss	0
2	36717389	36757388	40000	gain	4
2	36857389	36907388	50000	gain	3
2	36957389	37057388	100000	loss	1
2	37187389	37207388	20000	gain	5
2	37317389	37357388	40000	loss	1
2	37467389	37507388	40000	gain	5
2	37637389	37657388	20000	loss	0
1	37797389	37807388	10000	gain	3
2	37917389	37957388	40000	gain	3
2	38087389	38107388	20000	gain	5
2	38247389	38257388	10000	loss	0
1	38397389	38407388	10000	loss	1
2	38537389	38557388	20000	loss	0
2	38657389	38707388	50000	gain	3
2	38847389	38857388	10000	gain	5
2	38907389	39007388	100000	loss	1
2	39107389	39157388	50000	loss	1
2	39297389	39307388	10000	gain	5
2	39417389	39457388	40000	gain	3
2	39597389	39607388	10000	gain	3
1	39737389	39757388	20000	gain	3
1	39897389	39907388	10000	loss	1
2	40037389	40057388	20000	gain	3
2	40167389	40207388	40000	loss	1
2	40395954	40435953	40000	loss	1
2	40535954	40585953	50000	loss	1
2	40725954	40735953	10000	loss	0
2	40865954	40885953	20000	loss	1
2	41015954	41035953	20000	gain	3
2	41165954	41185953	20000	loss	0
2	41325954	41335953	10000	loss	0
2	41475954	41485953	10000	gain	3
2	41615954	41635953	20000	loss	1
2	41745954	41785953	40000	loss	1
2	41915954	41935953	20000	gain	3
1	42075954	42085953	10000	loss	1
2	42195954	42235953	40000	loss	1
1	42375954	42385953	10000	loss	1
2	42515954	42535953	20000	gain	3
2	42665954	42685953	20000	loss	1
1	42825954	42835953	10000	loss	1
2	43145559	43155558	10000	loss	0
2	43360842	43400841	40000	gain	3
2	43530842	43550841	20000	loss	1
2	43680842	43700841	20000	gain	3
2	43830842	43850841	20000	loss	1
2	43990842	44000841	10000	loss	0
2	44145904	44185903	40000	gain	3
2	44315904	44335903	20000	loss	0
2	44475904	44485903	10000	gain	3
2	44822664	44832663	10000	loss	1
2	45028050	45038049	10000	gain	3
2	45178050	45188049	10000	gain	3
2	45328050	45338049	10000	gain	3
2	45478050	45488049	10000	gain	3
2	45618050	45638049	20000	gain	3
2	45738050	45788049	50000	loss	1
2	45898050	45938049	40000	gain	3
2	46038050	46088049	50000	loss	1
2	46228050	46238049	10000	loss	1
2	46368050	46388049	20000	gain	3
2	46488050	46538049	50000	loss	1
2	46648050	46688049	40000	gain	3
2	46828050	46838049	10000	loss	1
2	46978050	46988049	10000	loss	1
2	47128050	47138049	10000	loss	1
2	47278050	47288049	10000	loss	1
2	47428050	47438049	10000	gain	3
2	47578050	47588049	10000	gain	3
2	47728050	47738049	10000	loss	1
2	47878050	47888049	10000	loss	1
2	48028050	48038049	10000	loss	1
